 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.0,0.0,0.49,0.0,0.0,0.0
01:00 - 02:00,0.0,0.49,0.0,0.98,0.0,0.0,0.0
02:00 - 03:00,0.0,0.49,0.0,0.49,0.0,0.0,0.0
03:00 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.49,0.0,1.46,0.0,0.0,0.0
05:00 - 06:00,0.0,1.46,0.49,0.0,0.0,0.0,0.0
06:00 - 07:00,0.0,0.0,0.0,0.0,0.98,0.0,0.0
07:00 - 08:00,0.49,0.0,0.49,0.49,0.0,0.0,0.0
08:00 - 09:00,0.98,0.49,2.44,0.0,0.0,0.0,0.0
09:00 - 10:00,1.95,0.49,1.95,0.0,0.49,0.0,0.0
10:00 - 11:00,1.46,1.46,1.95,1.46,0.98,0.0,0.0
11:00 - 12:00,1.46,1.46,0.0,0.0,0.98,0.0,0.0
12:00 - 13:00,3.41,1.46,2.93,0.98,2.44,0.0,0.0
13:00 - 14:00,0.49,1.95,4.88,0.49,3.41,0.49,0.0
14:00 - 15:00,4.88,1.46,0.98,1.95,0.0,0.0,0.0
15:00 - 16:00,2.44,2.44,2.44,3.9,0.98,0.0,0.0
16:00 - 17:00,0.49,1.95,1.46,1.46,0.0,0.0,0.49
17:00 - 18:00,0.98,1.46,1.95,0.0,0.0,0.0,0.0
18:00 - 19:00,0.49,0.0,3.41,0.0,0.49,0.0,0.0
19:00 - 20:00,0.0,2.44,0.98,0.98,0.0,0.0,0.0
20:00 - 21:00,0.0,3.41,0.0,0.98,0.49,0.0,0.0
21:00 - 22:00,0.0,0.49,0.0,0.0,0.49,0.0,0.0
22:00 - 23:00,0.49,0.49,0.0,0.0,0.0,0.0,0.0
23:00 - 00:00,0.0,0.0,0.0,0.0,0.49,0.0,0.0
