 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,1.3,0.0,0.14,0.29,0.0,0.0
01:00 - 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00 - 03:00,0.0,0.0,0.0,0.14,0.14,0.0,0.0
03:00 - 04:00,0.14,0.29,0.43,0.0,0.0,0.0,0.0
04:00 - 05:00,0.14,0.0,0.43,0.14,0.14,0.14,0.0
05:00 - 06:00,0.43,0.14,0.43,0.29,0.87,0.0,0.0
06:00 - 07:00,0.14,0.14,0.43,0.14,0.14,0.0,0.29
07:00 - 08:00,0.58,0.14,0.29,0.29,0.0,0.0,0.0
08:00 - 09:00,3.33,0.29,0.43,0.29,0.43,0.0,0.0
09:00 - 10:00,1.74,5.36,0.43,1.3,0.58,0.0,0.14
10:00 - 11:00,0.29,0.87,2.75,1.3,0.43,0.0,0.0
11:00 - 12:00,2.46,1.01,1.59,1.01,0.72,1.01,0.0
12:00 - 13:00,1.59,1.74,3.33,3.33,0.58,0.29,0.0
13:00 - 14:00,1.01,2.75,3.91,1.59,1.59,0.14,0.58
14:00 - 15:00,1.74,0.58,2.75,1.3,2.46,0.0,0.0
15:00 - 16:00,1.01,1.16,1.45,1.01,1.16,0.14,0.0
16:00 - 17:00,0.29,1.3,2.46,3.62,0.72,0.14,0.29
17:00 - 18:00,0.0,0.14,2.32,1.01,0.58,0.0,0.0
18:00 - 19:00,0.29,1.01,1.59,0.58,0.14,0.29,0.0
19:00 - 20:00,0.72,0.0,0.58,0.43,0.14,0.14,0.0
20:00 - 21:00,0.87,0.29,0.58,0.29,0.43,0.29,0.0
21:00 - 22:00,0.14,0.29,1.01,0.14,0.0,0.0,0.0
22:00 - 23:00,0.0,0.0,0.0,0.0,0.14,0.0,0.0
23:00 - 00:00,1.3,0.29,1.3,0.0,0.0,0.0,0.0
