 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1.31,0.58,1.16,0.58,0.73,1.02,0.29
01:00 - 02:00,0.44,1.16,0.87,1.31,1.45,0.87,0.44
02:00 - 03:00,0.15,0.58,0.44,0.44,1.89,1.6,0.73
03:00 - 04:00,0.58,1.16,1.45,0.15,0.44,0.87,0.73
04:00 - 05:00,0.15,1.6,1.74,0.73,0.87,0.44,0.44
05:00 - 06:00,0.44,1.16,1.31,0.58,0.58,0.44,0.58
06:00 - 07:00,1.02,1.16,1.02,0.58,1.31,0.87,0.44
07:00 - 08:00,0.15,1.45,1.16,0.44,0.29,0.58,0.29
08:00 - 09:00,0.0,0.73,1.31,1.31,1.74,0.58,0.58
09:00 - 10:00,0.0,0.58,0.15,0.58,0.58,0.58,0.0
10:00 - 11:00,0.15,0.58,0.73,0.58,0.29,0.44,0.44
11:00 - 12:00,0.15,0.58,0.87,0.15,0.29,0.29,0.29
12:00 - 13:00,0.29,0.58,0.44,0.29,0.29,0.15,0.73
13:00 - 14:00,0.58,0.44,0.44,0.29,0.29,0.58,0.44
14:00 - 15:00,0.0,0.73,0.87,1.02,0.0,0.15,0.29
15:00 - 16:00,0.15,0.44,0.44,0.73,0.29,0.29,0.29
16:00 - 17:00,0.0,0.58,0.44,0.73,0.44,0.0,0.87
17:00 - 18:00,0.29,0.44,0.73,0.58,0.87,0.44,0.15
18:00 - 19:00,0.15,0.29,0.58,0.73,0.44,0.0,0.29
19:00 - 20:00,0.0,0.15,0.73,0.87,0.73,0.0,0.29
20:00 - 21:00,0.29,0.44,0.44,0.58,0.15,0.29,0.29
21:00 - 22:00,0.58,1.02,0.73,1.16,0.73,0.0,0.44
22:00 - 23:00,0.58,0.73,0.87,1.02,0.73,0.15,0.58
23:00 - 00:00,0.58,1.02,1.31,1.02,0.58,0.44,0.44
