 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00 - 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00 - 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00 - 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:00 - 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:00 - 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:00 - 09:00,0.54,0.27,0.27,0.27,1.34,0.0,0.0
09:00 - 10:00,1.07,1.07,2.14,1.61,2.14,0.0,0.0
10:00 - 11:00,2.68,2.41,2.95,1.34,2.68,0.0,0.0
11:00 - 12:00,0.54,4.56,0.27,2.41,1.88,0.0,0.0
12:00 - 13:00,1.34,1.61,1.34,3.75,3.49,0.0,0.54
13:00 - 14:00,1.61,3.49,1.88,1.61,0.8,0.0,0.54
14:00 - 15:00,1.61,4.83,0.54,3.49,2.41,0.0,0.0
15:00 - 16:00,1.88,3.75,1.07,1.07,0.8,0.8,0.0
16:00 - 17:00,1.34,2.41,1.61,1.07,0.54,0.0,0.27
17:00 - 18:00,0.54,0.27,0.54,0.8,0.54,0.0,0.8
18:00 - 19:00,0.54,0.54,1.34,0.0,0.0,0.0,0.0
19:00 - 20:00,0.8,0.0,0.54,1.07,0.0,0.54,0.54
20:00 - 21:00,0.8,0.27,0.54,0.27,0.27,0.0,0.0
21:00 - 22:00,1.07,0.27,0.0,0.0,0.27,0.27,0.8
22:00 - 23:00,0.27,1.07,0.0,0.0,0.0,0.0,0.0
23:00 - 00:00,0.27,0.27,0.0,0.0,0.0,0.0,0.0
